StudySession,LogKBI,LogPUB,GMM_Threshold_LogIKI
NJ12-P21_T1,4.948759890378168,5.384495062789089,5.498297920124918
NJ12-P01_T1,5.147494476813453,5.455321115357702,5.502059832780862
NJ12-P02_T4,5.8805329864007,6.638567789166521,6.292431698107126
NJ12-P19_T3,6.754604099487962,7.247080584585756,3.6385218736295806
NJ12-P18_T6,5.236441962829949,6.302618975744905,5.904617364303455
NJ12-P05_T3,6.272877006546167,6.639875833826536,4.0458415863563015
NJ12-P08_T5,7.023758954738443,7.724004656676065,3.9904442906273996
NJ12-P14_T5,5.236441962829949,6.272877006546167,5.993667653074235
NJ12-P11_T4,5.634789603169249,6.553933404025811,5.984825255292325
NJ12-P15_T1,5.455321115357702,6.244166900663736,5.979550092724477
NJ12-P11_T6,5.69035945432406,6.841615476477592,6.203993320618837
NJ12-P08_T3,7.311886164077165,7.828436359157585,0.007939792891112253
NJ12-P10_T4,6.042632833682381,6.148468295917647,6.240393940895578
NJ12-P17_T4,6.716594773520978,7.129297548929373,6.2245919735963335
NJ12-P17_T6,6.530877627725885,7.117205503164344,6.268654576191309
NJ12-P12_T6,5.455321115357702,5.521460917862246,5.96037245947416
NJ12-P12_T2,5.389071729816501,5.793013608384144,5.97256246275634
SG12-P12_T6,4.948759890378168,5.7430031878094825,5.68463647737623
SG12-P12_T2,4.8283137373023015,5.579729825986222,5.385551237101081
SG12-P08_T3,5.049856007249537,5.638354669333745,5.415311954285963
SG12-P19_T6,4.8283137373023015,5.579729825986222,5.589410611069335
SG12-P22_T4,4.700480365792417,5.231108616854587,5.45001826975215
SG12-P01_T1,4.6913478822291435,5.313205979041787,5.2376425181387685
SG12-P22_T5,4.700480365792417,5.384495062789089,5.42545573616866
